locationUid,assetUid,timestamp,latitude,longitude,speed_unit,direction_unit,eventUid,bicycle_count,bicycle_speed,bicycle_direction,bicycle_counter_count,bicycle_counter_speed,bicycle_counter_direction
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318243077,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODI0MzA3Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318273135,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODI3MzEzNQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318303192,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODMwMzE5Mg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318333250,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODMzMzI1MA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318363307,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODM2MzMwNw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318393431,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODM5MzQzMQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318423488,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODQyMzQ4OA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318453546,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODQ1MzU0Ng==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318483603,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODQ4MzYwMw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318513794,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODUxMzc5NA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318543851,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODU0Mzg1MQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318573975,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODU3Mzk3NQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318604166,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODYwNDE2Ng==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318634290,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODYzNDI5MA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318664481,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODY2NDQ4MQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318694538,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODY5NDUzOA==,0.0,0.0,85.0,0.0,0.0,85.0
